Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CTSD,Cathepsin D,Protein Coding,P07339,60,GC11M001752,1.805839896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD
SNAI1,Snail Family Transcriptional Repressor 1,Protein Coding,O95863,50,GC20P049982,1.805839896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI1
TP73,Tumor Protein P73,Protein Coding,O15350,52,GC01P003652,1.784133673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP73
XBP1,X-Box Binding Protein 1,Protein Coding,P17861,52,GC22M028794,1.776216269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1
MET,"MET Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,P08581,61,GC07P116672,1.761184216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET
MIR215,MicroRNA 215,RNA Gene,,22,GC01M220117,1.761184216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR215
SNORD44,"Small Nucleolar RNA, C/D Box 44",RNA Gene,,16,GC01M174762,1.761184216,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD44
MIR34C,MicroRNA 34c,RNA Gene,,24,GC11P112126,1.750622749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C
MAP3K5,Mitogen-Activated Protein Kinase Kinase Kinase 5,Protein Coding,Q99683,55,GC06M136557,1.736749411,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K5
EIF2S1,Eukaryotic Translation Initiation Factor 2 Subunit Alpha,Protein Coding,P05198,50,GC14P067359,1.706664562,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1
EIF3J-DT,EIF3J Divergent Transcript,RNA Gene,,17,GC15M044528,1.675192952,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3J-DT
MAPK10,Mitogen-Activated Protein Kinase 10,Protein Coding,P53779,56,GC04M085990,1.671565056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10
XIST,X Inactive Specific Transcript,RNA Gene,,26,GC0XM073820,1.653486729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST
ENSG00000277577,,RNA Gene,,6,GC0XM073831,1.653486729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277577
DHRS4,Dehydrogenase/Reductase 4,Protein Coding,Q9BTZ2,49,GC14P023953,1.652784467,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS4
DHRS11,Dehydrogenase/Reductase 11,Protein Coding,Q6UWP2,42,GC17P077596,1.652784467,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS11
MYC,"MYC Proto-Oncogene, BHLH Transcription Factor",Protein Coding,P01106,59,GC08P127735,1.652352571,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC
SLC2A1,Solute Carrier Family 2 Member 1,Protein Coding,P11166,60,GC01M042925,1.626522064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1
SLC17A5,Solute Carrier Family 17 Member 5,Protein Coding,Q9NRA2,51,GC06M073593,1.626522064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5
PPIG,Peptidylprolyl Isomerase G,Protein Coding,Q13427,48,GC02P169584,1.626522064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG
PCNA,Proliferating Cell Nuclear Antigen,Protein Coding,P12004,57,GC20M005114,1.610000849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA
BMP2,Bone Morphogenetic Protein 2,Protein Coding,P12643,53,GC20P006767,1.590750456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2
TRP-AGG2-5,TRNA-Pro (Anticodon AGG) 2-5,RNA Gene,,13,GC14M025163,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-5
TRP-AGG2-6,TRNA-Pro (Anticodon AGG) 2-6,RNA Gene,,12,GC14M025166,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-6
TRP-AGG2-1,TRNA-Pro (Anticodon AGG) 2-1,RNA Gene,,10,GC01M167715,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-1
TRP-AGG2-2,TRNA-Pro (Anticodon AGG) 2-2,RNA Gene,,9,GC06P111672,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-2
TRP-AGG2-3,TRNA-Pro (Anticodon AGG) 2-3,RNA Gene,,9,GC07P133418,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-3
TRP-AGG2-4,TRNA-Pro (Anticodon AGG) 2-4,RNA Gene,,9,GC11P079397,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-4
TRP-AGG2-7,TRNA-Pro (Anticodon AGG) 2-7,RNA Gene,,8,GC16M010615,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-7
TRP-AGG2-8,TRNA-Pro (Anticodon AGG) 2-8,RNA Gene,,8,GC16P045988,1.571830153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-8
RNF217-AS1,RNF217 Antisense RNA 1 (Head To Head),RNA Gene,,18,GC06M124563,1.551303387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF217-AS1
ERN1,Endoplasmic Reticulum To Nucleus Signaling 1,Protein Coding,O75460,54,GC17M064039,1.531458259,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1
PVT1,Pvt1 Oncogene,RNA Gene,,29,GC08P127908,1.531458259,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVT1
CREBBP,CREB Binding Protein,Protein Coding,Q92793,61,GC16M010660,1.509752035,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP
KNG1,Kininogen 1,Protein Coding,P01042,54,GC03P186717,1.49587512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNG1
NAT2,N-Acetyltransferase 2,Protein Coding,P11245,48,GC08P018391,1.49587512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT2
CYBA,Cytochrome B-245 Alpha Chain,Protein Coding,P13498,54,GC16M088643,1.486802459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBA
CSF2,Colony Stimulating Factor 2,Protein Coding,P04141,52,GC05P132073,1.486802459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2
MTTP,Microsomal Triglyceride Transfer Protein,Protein Coding,P55157,52,GC04P099563,1.486802459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTTP
APOA1,Apolipoprotein A1,Protein Coding,P02647,57,GC11M116835,1.462367773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
IFNG,Interferon Gamma,Protein Coding,P01579,57,GC12M068154,1.462367773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG
EP300,E1A Binding Protein P300,Protein Coding,Q09472,60,GC22P052546,1.460103512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300
LOC106560211,APOB 5' Regulatory Region,Functional Element,,4,GC02P021041,1.460103512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106560211
RNU6-1,"RNA, U6 Small Nuclear 1",RNA Gene,,20,GC15M067839,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1
RNU6-2,"RNA, U6 Small Nuclear 2",RNA Gene,,17,GC19P005590,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-2
RNU6-7,"RNA, U6 Small Nuclear 7",RNA Gene,,16,GC14P032202,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-7
RNU6-8,"RNA, U6 Small Nuclear 8",RNA Gene,,16,GC14M032203,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-8
RNU6-9,"RNA, U6 Small Nuclear 9",RNA Gene,,14,GC19P005584,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-9
RNU6-1-001,,RNA Gene,,8,GC10P013218,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-001
RNU6-1-002,,RNA Gene,,6,GC02M174560,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-002
RNU6-1-003,,RNA Gene,,6,GC03P181233,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-003
RNU6-1-004,,RNA Gene,,6,GC0XM141120,1.441372275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-004
SHH,Sonic Hedgehog Signaling Molecule,Protein Coding,Q15465,57,GC07M155799,1.441183209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH
MEG3,Maternally Expressed 3,RNA Gene,,31,GC14P112719,1.441183209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3
CHKB-CPT1B,CHKB-CPT1B Readthrough (NMD Candidate),RNA Gene,,20,GC22M050568,1.441183209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB-CPT1B
MIR493HG,MIR493 Cluster Host Gene,RNA Gene,,14,GC14P112754,1.441183209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR493HG
ENSG00000276919,,RNA Gene,,10,GC14P112169,1.441183209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000276919
NOTCH1,Notch Receptor 1,Protein Coding,P46531,58,GC09M138170,1.436115861,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1
SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,P12931,58,GC20P037344,1.436115861,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC
GCLC,Glutamate-Cysteine Ligase Catalytic Subunit,Protein Coding,P48506,52,GC06M053497,1.436115861,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCLC
CHEK2,Checkpoint Kinase 2,Protein Coding,O96017,61,GC22M028687,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2
MMP2,Matrix Metallopeptidase 2,Protein Coding,P08253,60,GC16P055390,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2
TLR4,Toll Like Receptor 4,Protein Coding,O00206,58,GC09P117704,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4
TJP2,Tight Junction Protein 2,Protein Coding,Q9UDY2,52,GC09P069121,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP2
EPO,Erythropoietin,Protein Coding,P01588,49,GC07P100720,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO
GSTT1,Glutathione S-Transferase Theta 1,Protein Coding,P30711,38,GC22Mi00270,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTT1
CASC8,Cancer Susceptibility 8,RNA Gene,,18,GC08M133872,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC8
PCAT2,Prostate Cancer Associated Transcript 2,RNA Gene,,18,GC08M127072,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT2
CASC19,Cancer Susceptibility 19,RNA Gene,,17,GC08M133871,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC19
CCAT1,Colon Cancer Associated Transcript 1,RNA Gene,,17,GC08M127207,1.421456695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT1
MUC5AC,"Mucin 5AC, Oligomeric Mucus/Gel-Forming",Protein Coding,P98088,45,GC11P002909,1.407568574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC5AC
MIR34A,MicroRNA 34a,RNA Gene,,25,GC01M010148,1.407568574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A
LDLR,Low Density Lipoprotein Receptor,Protein Coding,P01130,58,GC19P011212,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR
FASLG,Fas Ligand,Protein Coding,P48023,55,GC01P172659,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG
FYN,"FYN Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,P06241,54,GC06M111660,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYN
RUNX2,RUNX Family Transcription Factor 2,Protein Coding,Q13950,53,GC06P104322,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2
SPP1,Secreted Phosphoprotein 1,Protein Coding,P10451,52,GC04P087975,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
TNFRSF10D,TNF Receptor Superfamily Member 10d,Protein Coding,Q9UBN6,49,GC08M023135,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10D
PSMC4,"Proteasome 26S Subunit, ATPase 4",Protein Coding,P43686,48,GC19P083265,1.400811315,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4
CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,Protein Coding,Q8N726,58,GC09M021967,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A
PTH1R,Parathyroid Hormone 1 Receptor,Protein Coding,Q03431,57,GC03P046877,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH1R
EIF2AK3,Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3,Protein Coding,Q9NZJ5,56,GC02M088556,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK3
PGK1,Phosphoglycerate Kinase 1,Protein Coding,P00558,56,GC0XP078062,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGK1
ABCA1,ATP Binding Cassette Subfamily A Member 1,Protein Coding,O95477,55,GC09M104781,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1
BIRC2,Baculoviral IAP Repeat Containing 2,Protein Coding,Q13490,54,GC11P102347,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2
LAT,Linker For Activation Of T Cells,Protein Coding,O43561,54,GC16P046960,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAT
BIRC3,Baculoviral IAP Repeat Containing 3,Protein Coding,Q13489,53,GC11P102317,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC3
CDC6,Cell Division Cycle 6,Protein Coding,Q99741,52,GC17P040287,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6
SLC2A10,Solute Carrier Family 2 Member 10,Protein Coding,O95528,50,GC20P046709,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A10
GDF15,Growth Differentiation Factor 15,Protein Coding,Q99988,49,GC19P082847,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15
POSTN,Periostin,Protein Coding,Q15063,49,GC13M037562,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POSTN
RASSF1,Ras Association Domain Family Member 1,Protein Coding,Q9NS23,49,GC03M050329,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1
CLDN2,Claudin 2,Protein Coding,P57739,48,GC0XP106900,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN2
E2F2,E2F Transcription Factor 2,Protein Coding,Q14209,48,GC01M023924,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F2
BNIP3,BCL2 Interacting Protein 3,Protein Coding,Q12983,47,GC10M131966,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3
CTRL,Chymotrypsin Like,Protein Coding,P40313,47,GC16M067927,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL
MALAT1,Metastasis Associated Lung Adenocarcinoma Transcript 1,RNA Gene,,27,GC11P072906,1.379105091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1
KRAS,"KRAS Proto-Oncogene, GTPase",Protein Coding,P01116,60,GC12M025583,1.375992179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS
STAT1,Signal Transducer And Activator Of Transcription 1,Protein Coding,P42224,60,GC02M190908,1.375992179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1
PRDX5,Peroxiredoxin 5,Protein Coding,P30044,50,GC11P064582,1.375992179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5
IGF1R,Insulin Like Growth Factor 1 Receptor,Protein Coding,P08069,61,GC15P098648,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R
PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,Protein Coding,Q06124,61,GC12P112418,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11
AXL,AXL Receptor Tyrosine Kinase,Protein Coding,P30530,58,GC19P041219,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL
CBL,Cbl Proto-Oncogene,Protein Coding,P22681,58,GC11P119206,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL
NDUFS3,NADH:Ubiquinone Oxidoreductase Core Subunit S3,Protein Coding,O75489,52,GC11P047569,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3
PLA2G1B,Phospholipase A2 Group IB,Protein Coding,P04054,52,GC12M120322,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G1B
CDKN3,Cyclin Dependent Kinase Inhibitor 3,Protein Coding,Q16667,48,GC14P054398,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3
TMBIM6,Transmembrane BAX Inhibitor Motif Containing 6,Protein Coding,P55061,44,GC12P049707,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMBIM6
COPS6,COP9 Signalosome Subunit 6,Protein Coding,Q7L5N1,43,GC07P100088,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS6
GDE1,Glycerophosphodiester Phosphodiesterase 1,Protein Coding,Q9NZC3,43,GC16M019726,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDE1
MIR373,MicroRNA 373,RNA Gene,,22,GC19P083882,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR373
LINC01619,Long Intergenic Non-Protein Coding RNA 1619,RNA Gene,G3V211,21,GC12M091993,1.356155515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01619
SERPINE1,Serpin Family E Member 1,Protein Coding,P05121,57,GC07P101127,1.340151429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1
MIR181B1,MicroRNA 181b-1,RNA Gene,,22,GC01M198858,1.340151429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B1
MIR3651,MicroRNA 3651,RNA Gene,,18,GC09M092292,1.340151429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3651
MPO,Myeloperoxidase,Protein Coding,P05164,60,GC17M058269,1.335744143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO
FAS,Fas Cell Surface Death Receptor,Protein Coding,P25445,57,GC10P098532,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,Protein Coding,P04406,57,GC12P028185,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH
WEE1,WEE1 G2 Checkpoint Kinase,Protein Coding,P30291,55,GC11P009573,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE1
CNR1,Cannabinoid Receptor 1,Protein Coding,P21554,53,GC06M088139,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR1
THBS1,Thrombospondin 1,Protein Coding,P07996,52,GC15P039581,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1
CRH,Corticotropin Releasing Hormone,Protein Coding,P06850,50,GC08M066176,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH
ELK1,ETS Transcription Factor ELK1,Protein Coding,P19419,50,GC0XM047635,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1
ENPP3,Ectonucleotide Pyrophosphatase/Phosphodiesterase 3,Protein Coding,O14638,50,GC06P131617,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP3
HBG2,Hemoglobin Subunit Gamma 2,Protein Coding,P69892,48,GC11M008315,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBG2
MIR16-1,MicroRNA 16-1,RNA Gene,,22,GC13M050048,1.331720829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-1
CDH1,Cadherin 1,Protein Coding,P12830,56,GC16P068737,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1
CYBB,Cytochrome B-245 Beta Chain,Protein Coding,P04839,56,GC0XP037780,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBB
ADAM9,ADAM Metallopeptidase Domain 9,Protein Coding,Q13443,55,GC08P038996,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM9
TCF4,Transcription Factor 4,Protein Coding,P15884,54,GC18M055222,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4
AQP1,Aquaporin 1 (Colton Blood Group),Protein Coding,P29972,53,GC07P030911,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP1
TCF7L2,Transcription Factor 7 Like 2,Protein Coding,Q9NQB0,53,GC10P112950,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2
HSF2,Heat Shock Transcription Factor 2,Protein Coding,Q03933,50,GC06P122399,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSF2
SERPINB5,Serpin Family B Member 5,Protein Coding,P36952,50,GC18P063476,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB5
SP3,Sp3 Transcription Factor,Protein Coding,Q02447,50,GC02M173882,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP3
SELL,Selectin L,Protein Coding,P14151,49,GC01M169690,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL
NUMBL,NUMB Like Endocytic Adaptor Protein,Protein Coding,Q9Y6R0,45,GC19M040665,1.305468917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMBL
ATM,ATM Serine/Threonine Kinase,Protein Coding,Q13315,60,GC11P108222,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM
CXCR4,C-X-C Motif Chemokine Receptor 4,Protein Coding,P61073,59,GC02M136114,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4
ACE,Angiotensin I Converting Enzyme,Protein Coding,P12821,58,GC17P063477,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE
HGF,Hepatocyte Growth Factor,Protein Coding,P14210,58,GC07M081699,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF
XIAP,X-Linked Inhibitor Of Apoptosis,Protein Coding,P98170,58,GC0XP123859,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIAP
G6PD,Glucose-6-Phosphate Dehydrogenase,Protein Coding,P11413,57,GC0XM154578,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD
GLI1,GLI Family Zinc Finger 1,Protein Coding,P08151,56,GC12P058191,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI1
CD44,CD44 Molecule (Indian Blood Group),Protein Coding,P16070,55,GC11P035139,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44
EPCAM,Epithelial Cell Adhesion Molecule,Protein Coding,P16422,55,GC02P047345,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPCAM
MUC1,"Mucin 1, Cell Surface Associated",Protein Coding,P15941,55,GC01M155185,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1
OGG1,8-Oxoguanine DNA Glycosylase,Protein Coding,O15527,54,GC03P014579,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1
TNFRSF11A,TNF Receptor Superfamily Member 11a,Protein Coding,Q9Y6Q6,54,GC18P062325,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11A
TRPV6,Transient Receptor Potential Cation Channel Subfamily V Member 6,Protein Coding,Q9H1D0,54,GC07M142871,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV6
UBE3A,Ubiquitin Protein Ligase E3A,Protein Coding,Q05086,54,GC15M025333,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A
ACP5,"Acid Phosphatase 5, Tartrate Resistant",Protein Coding,P13686,53,GC19M011574,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP5
IL4,Interleukin 4,Protein Coding,P05112,53,GC05P132673,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4
STS,Steroid Sulfatase,Protein Coding,P08842,53,GC0XP007146,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STS
STMN1,Stathmin 1,Protein Coding,P16949,51,GC01M025884,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN1
IQGAP1,IQ Motif Containing GTPase Activating Protein 1,Protein Coding,P46940,50,GC15P090388,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1
GSTM1,Glutathione S-Transferase Mu 1,Protein Coding,P09488,49,GC01P109687,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1
RYR3,Ryanodine Receptor 3,Protein Coding,Q15413,48,GC15P033310,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR3
KLRK1,Killer Cell Lectin Like Receptor K1,Protein Coding,P26718,47,GC12M024904,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1
TXNIP,Thioredoxin Interacting Protein,Protein Coding,Q9H3M7,46,GC01M145992,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNIP
PICSAR,P38 Inhibited Cutaneous Squamous Cell Carcinoma Associated LincRNA,RNA Gene,,24,GC21M052320,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PICSAR
MIR645,MicroRNA 645,RNA Gene,,16,GC20P050585,1.27692163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR645
AURKA,Aurora Kinase A,Protein Coding,O14965,58,GC20M056370,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA
AURKB,Aurora Kinase B,Protein Coding,Q96GD4,58,GC17M013554,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKB
IL2RA,Interleukin 2 Receptor Subunit Alpha,Protein Coding,P01589,57,GC10M006010,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA
TFRC,Transferrin Receptor,Protein Coding,P02786,57,GC03M196144,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC
F2R,Coagulation Factor II Thrombin Receptor,Protein Coding,P25116,53,GC05P076716,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2R
SERPINH1,Serpin Family H Member 1,Protein Coding,P50454,53,GC11P075562,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1
THBD,Thrombomodulin,Protein Coding,P07204,53,GC20M023026,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD
TWIST1,Twist Family BHLH Transcription Factor 1,Protein Coding,Q15672,52,GC07M019020,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST1
